market,variant,pendle,morpho,hedge,bar,bars,start,end,target_ltv,leverage_at_entry,pt_apy_at_entry,borrow_apy_mean,funding_apr_mean,boros_mark_apr_mean,realised_apy,final_equity,max_drawdown,hedge_coverage_mean,hedge_pnl,liquidations,min_health_factor,debt_changes,hedge_margin_share,hedge_ratio
susde_25sep2025,none,PT-sUSDe-25SEP2025,PT-sUSDE-25SEP2025 / DAI,,day,113,2025-06-05 00:00:00+00:00,2025-09-25 00:00:00+00:00,0.6,2.47486118889441,0.08107348670557468,0.07929934480616853,0.058156515929203546,0.06639235061126644,0.09030145063117812,102575.24501025683,-0.017940868049221237,,0.0,0,1.529336003647924,3,0.0,0.0
susde_25sep2025,boros,PT-sUSDe-25SEP2025,PT-sUSDE-25SEP2025 / DAI,BINANCE-ETHUSDT-26SEP2025,day,113,2025-06-05 00:00:00+00:00,2025-09-25 00:00:00+00:00,0.6,2.2271366976761637,0.08107348670557468,0.07929934480616853,0.058156515929203546,0.06639235061126644,0.07336448055946398,102098.05212769075,-0.01616782501111802,0.26188218002895924,-238.20746033618343,0,1.5293362089258669,3,0.1,0.5
susde_25sep2025,boros,PT-sUSDe-25SEP2025,PT-sUSDE-25SEP2025 / DAI,BINANCE-ETHUSDT-26SEP2025,day,113,2025-06-05 00:00:00+00:00,2025-09-25 00:00:00+00:00,0.6,2.2271366976761637,0.08107348670557468,0.07929934480616853,0.058156515929203546,0.06639235061126644,0.06522465435801461,101859.84466735457,-0.01616782501111802,0.5237643600579185,-476.4149206723614,0,1.5293362089258669,3,0.1,1.0
susde_25sep2025,boros,PT-sUSDe-25SEP2025,PT-sUSDE-25SEP2025 / DAI,BINANCE-ETHUSDT-26SEP2025,day,113,2025-06-05 00:00:00+00:00,2025-09-25 00:00:00+00:00,0.6,1.7318823868579571,0.08107348670557468,0.07929934480616853,0.058156515929203546,0.06639235061126644,0.05754706671056442,101660.59369377146,-0.01260934317780027,0.26188218002895924,-185.3467724304719,0,1.5293366197418639,3,0.3,0.5
susde_25sep2025,boros,PT-sUSDe-25SEP2025,PT-sUSDE-25SEP2025 / DAI,BINANCE-ETHUSDT-26SEP2025,day,113,2025-06-05 00:00:00+00:00,2025-09-25 00:00:00+00:00,0.6,1.7318823868579571,0.08107348670557468,0.07929934480616853,0.058156515929203546,0.06639235061126644,0.051276419265365636,101475.24692134095,-0.01260934317780027,0.5237643600579185,-370.69354486096927,0,1.5293366197418639,3,0.3,1.0
susde_25sep2025,perp,PT-sUSDe-25SEP2025,PT-sUSDE-25SEP2025 / DAI,ETHUSDT basis,day,113,2025-06-05 00:00:00+00:00,2025-09-25 00:00:00+00:00,0.6,2.2272630045697195,0.08107348670557468,0.07929934480616853,0.058156515929203546,0.06639235061126644,0.08052728401787923,102300.8322714263,-0.016147556767916016,0.04956085680730855,-35.42731660062782,0,1.5293362089258669,3,0.1,0.5
susde_25sep2025,perp,PT-sUSDe-25SEP2025,PT-sUSDE-25SEP2025 / DAI,ETHUSDT basis,day,113,2025-06-05 00:00:00+00:00,2025-09-25 00:00:00+00:00,0.6,2.2272630045697195,0.08107348670557468,0.07929934480616853,0.058156515929203546,0.06639235061126644,0.08052728401787923,102300.8322714263,-0.016147556767916016,0.04956085680730855,-35.42731660062782,0,1.5293362089258669,3,0.1,1.0
susde_25sep2025,perp,PT-sUSDe-25SEP2025,PT-sUSDE-25SEP2025 / DAI,ETHUSDT basis,day,113,2025-06-05 00:00:00+00:00,2025-09-25 00:00:00+00:00,0.6,1.732177002277448,0.08107348670557468,0.07929934480616853,0.058156515929203546,0.06639235061126644,0.060817745651763566,101739.65851640003,-0.012546582107613724,0.1910872787513503,-106.28194980189437,0,1.5293366197418639,3,0.3,0.5
susde_25sep2025,perp,PT-sUSDe-25SEP2025,PT-sUSDE-25SEP2025 / DAI,ETHUSDT basis,day,113,2025-06-05 00:00:00+00:00,2025-09-25 00:00:00+00:00,0.6,1.732177002277448,0.08107348670557468,0.07929934480616853,0.058156515929203546,0.06639235061126644,0.060817745651763566,101739.65851640003,-0.012546582107613724,0.1910872787513503,-106.28194980189437,0,1.5293366197418639,3,0.3,1.0
susde_25sep2025,none,PT-sUSDe-25SEP2025,PT-sUSDE-25SEP2025 / DAI,,day,113,2025-06-05 00:00:00+00:00,2025-09-25 00:00:00+00:00,0.7,3.199097108640459,0.08107348670557468,0.07929934480616853,0.058156515929203546,0.06639235061126644,0.09405801657626989,102651.87343010973,-0.024378067298334694,,0.0,0,1.3258268869096723,3,0.0,0.0
