market,variant,pendle,morpho,hedge,bar,bars,start,end,target_ltv,leverage_at_entry,pt_apy_at_entry,borrow_apy_mean,funding_apr_mean,boros_mark_apr_mean,realised_apy,final_equity,max_drawdown,hedge_coverage_mean,hedge_pnl,liquidations,min_health_factor,debt_changes,hedge_margin_share,hedge_ratio
susde_5feb2026_usdc,none,PT-sUSDe-5FEB2026,PT-sUSDE-5FEB2026 / USDC,,day,73,2025-11-25 00:00:00+00:00,2026-02-05 00:00:00+00:00,0.6,2.4748428098511654,0.06215067038792199,0.04228832782603759,0.036207149999999994,0.05277257830290987,0.12269434611986552,102226.95578550387,-0.00044369267547139657,,0.0,0,1.535083060513924,1,0.0,0.0
susde_5feb2026_usdc,boros,PT-sUSDe-5FEB2026,PT-sUSDE-5FEB2026 / USDC,BINANCE-ETHUSDT-27MAR2026,day,73,2025-11-25 00:00:00+00:00,2026-02-05 00:00:00+00:00,0.6,2.2271860122701157,0.06215067038792199,0.04228832782603759,0.036207149999999994,0.05277257830290987,0.08350646594426103,101524.05873838707,-0.0023582439210861894,0.4851161234879105,-483.82773003081275,0,1.535083255587967,1,0.1,0.5
susde_5feb2026_usdc,boros,PT-sUSDe-5FEB2026,PT-sUSDE-5FEB2026 / USDC,BINANCE-ETHUSDT-27MAR2026,day,73,2025-11-25 00:00:00+00:00,2026-02-05 00:00:00+00:00,0.6,2.2271860122701157,0.06215067038792199,0.04228832782603759,0.036207149999999994,0.05277257830290987,0.05758243445762079,101040.23100835626,-0.005352814761789726,0.970232246975821,-967.6554600616219,0,1.535083255587967,1,0.1,1.0
susde_5feb2026_usdc,boros,PT-sUSDe-5FEB2026,PT-sUSDE-5FEB2026 / USDC,BINANCE-ETHUSDT-27MAR2026,day,73,2025-11-25 00:00:00+00:00,2026-02-05 00:00:00+00:00,0.6,1.7320203326622206,0.06215067038792199,0.04228832782603759,0.036207149999999994,0.05277257830290987,0.0645336211628651,101190.9969127832,-0.0018389765538402436,0.4851161234879105,-376.3339937848359,0,1.5350836457842925,1,0.3,0.5
susde_5feb2026_usdc,boros,PT-sUSDe-5FEB2026,PT-sUSDE-5FEB2026 / USDC,BINANCE-ETHUSDT-27MAR2026,day,73,2025-11-25 00:00:00+00:00,2026-02-05 00:00:00+00:00,0.6,1.7320203326622206,0.06215067038792199,0.04228832782603759,0.036207149999999994,0.05277257830290987,0.04461473730700716,100814.66291899838,-0.0041721739090911925,0.970232246975821,-752.6679875696536,0,1.5350836457842925,1,0.3,1.0
susde_5feb2026_usdc,perp,PT-sUSDe-5FEB2026,PT-sUSDE-5FEB2026 / USDC,ETHUSDT basis,day,73,2025-11-25 00:00:00+00:00,2026-02-05 00:00:00+00:00,0.6,2.227312288398504,0.06215067038792199,0.04228832782603759,0.036207149999999994,0.05277257830290987,0.10855073794147052,101976.93935903267,-0.0003869646068782595,0.049997670096177664,-30.947109385220756,0,1.535083255587967,1,0.1,0.5
susde_5feb2026_usdc,perp,PT-sUSDe-5FEB2026,PT-sUSDE-5FEB2026 / USDC,ETHUSDT basis,day,73,2025-11-25 00:00:00+00:00,2026-02-05 00:00:00+00:00,0.6,2.227312288398504,0.06215067038792199,0.04228832782603759,0.036207149999999994,0.05277257830290987,0.10855073794147052,101976.93935903267,-0.0003869646068782595,0.049997670096177664,-30.947109385220756,0,1.535083255587967,1,0.1,1.0
susde_5feb2026_usdc,perp,PT-sUSDe-5FEB2026,PT-sUSDE-5FEB2026 / USDC,ETHUSDT basis,day,73,2025-11-25 00:00:00+00:00,2026-02-05 00:00:00+00:00,0.6,1.7323149117650152,0.06215067038792199,0.04228832782603759,0.036207149999999994,0.05277257830290987,0.08067021100851268,101474.48957841238,-0.00038792151703725963,0.19283609476395402,-92.84132815566045,0,1.5350836457842925,1,0.3,0.5
susde_5feb2026_usdc,perp,PT-sUSDe-5FEB2026,PT-sUSDE-5FEB2026 / USDC,ETHUSDT basis,day,73,2025-11-25 00:00:00+00:00,2026-02-05 00:00:00+00:00,0.6,1.7323149117650152,0.06215067038792199,0.04228832782603759,0.036207149999999994,0.05277257830290987,0.08067021100851268,101474.48957841238,-0.00038792151703725963,0.19283609476395402,-92.84132815566045,0,1.5350836457842925,1,0.3,1.0
susde_5feb2026_usdc,none,PT-sUSDe-5FEB2026,PT-sUSDE-5FEB2026 / USDC,,day,73,2025-11-25 00:00:00+00:00,2026-02-05 00:00:00+00:00,0.7,3.199008862511886,0.06215067038792199,0.04228832782603759,0.036207149999999994,0.05277257830290987,0.14713443645666868,102639.30001806939,-0.0006355946647839117,,0.0,0,1.3308173627125501,1,0.0,0.0
susde_5feb2026_usdc,boros,PT-sUSDe-5FEB2026,PT-sUSDE-5FEB2026 / USDC,BINANCE-ETHUSDT-27MAR2026,day,73,2025-11-25 00:00:00+00:00,2026-02-05 00:00:00+00:00,0.7,2.878820649668382,0.06215067038792199,0.04228832782603759,0.036207149999999994,0.05277257830290987,0.09189501050092952,101658.98885077663,-0.0037624858264131422,0.4851161234879105,-721.2374320860599,0,1.3308179999273968,1,0.1,0.5
susde_5feb2026_usdc,boros,PT-sUSDe-5FEB2026,PT-sUSDE-5FEB2026 / USDC,BINANCE-ETHUSDT-27MAR2026,day,73,2025-11-25 00:00:00+00:00,2026-02-05 00:00:00+00:00,0.7,2.878820649668382,0.06215067038792199,0.04228832782603759,0.036207149999999994,0.05277257830290987,0.05318665749606932,100937.75141869056,-0.008274782923845314,0.970232246975821,-1442.4748641721253,0,1.3308179999273968,1,0.1,1.0
