timestamp,PT_amount,PT_cash,PT_py_index_high,LENDING_collateral,LENDING_borrowed,LENDING_liquidation_count,PT_seconds_to_expiry,PT_implied_apy,PT_asset_price,PT_sy_exchange_rate,PT_total_pt,PT_total_sy,PT_scalar_root,PT_ln_fee_rate_root,LENDING_collateral_price,LENDING_debt_price,LENDING_lending_rate,LENDING_borrowing_rate,LENDING_collateral_market_price,PT_balance,LENDING_balance,net_balance
2026-03-12 00:00:00+00:00,0.0,0.0,1.2233438349876424,435015.90876104764,332677.6710339297,0,4838400.0,0.03700470901859254,1.0,1.2233438349876424,2629297.2791069774,18562434.993296813,0.0,0.0,0.9944406004737046,1.0,0.0,0.00010020513706559999,0.9944406004737046,0.0,99919.81049002084,99919.81049002084
2026-03-13 00:00:00+00:00,0.0,0.0,1.2234580579820957,435015.90876104764,332710.756660088,0,4752000.0,0.036871754665084966,1.0,1.2234580579820957,2622226.9438817725,18569642.12475359,0.0,0.0,0.9945588191641438,1.0,0.0,9.9447555168e-05,0.9945588191641438,0.0,99938.15187491645,99938.15187491645
2026-03-14 00:00:00+00:00,0.0,0.0,1.2235646640913076,435015.90876104764,332743.5963977175,0,4665600.0,0.03887263188041512,1.0,1.2235646640913076,2698307.652839281,18243425.405598894,0.0,0.0,0.9943738307821807,1.0,0.0,9.869869362239999e-05,0.9943738307821807,0.0,99824.83924819704,99824.83924819704
2026-03-15 00:00:00+00:00,0.0,0.0,1.2236837392551052,435015.90876104764,332776.1930752574,0,4579200.0,0.03692184080397576,1.0,1.2236837392551052,2580970.8700913335,18256199.910370067,0.0,0.0,0.9947491833997263,1.0,0.0,9.795855234240001e-05,0.9947491833997263,0.0,99955.52693068457,99955.52693068457
2026-03-16 00:00:00+00:00,0.0,0.0,1.2237916836798879,435015.90876104764,332808.5495228212,0,4492800.0,0.038380990809752324,1.0,1.2237916836798879,2649866.101326917,18120940.46396231,0.0,0.0,0.9946487158466217,1.0,0.0,9.7227131328e-05,0.9946487158466217,0.0,99879.46549920598,99879.46549920598
2026-03-17 00:00:00+00:00,0.0,0.0,1.2239020604067512,435015.90876104764,332840.6685722039,0,4406400.0,0.039044669440763125,1.0,1.2239020604067512,2614267.5531838043,17605121.618697364,0.0,0.0,0.9946625501434072,1.0,0.0,9.650443066560001e-05,0.9946625501434072,0.0,99853.36458901153,99853.36458901153
2026-03-18 00:00:00+00:00,0.0,0.0,1.224014733754402,435015.90876104764,332864.9009615318,0,4320000.0,0.0389188921636765,1.0,1.224014733754402,2607617.3889721506,17611480.26449723,0.0,0.0,0.9947834283754964,1.0,0.0,7.280212288319999e-05,0.9947834283754964,0.0,99881.71615366533,99881.71615366533
2026-03-19 00:00:00+00:00,0.0,0.0,1.2241279971682777,435015.90876104764,332888.5526660813,0,4233600.0,0.03879621914422504,1.0,1.2241279971682777,2554272.3429133245,17300172.60174203,0.0,0.0,0.9949032641748148,1.0,0.0,7.1052442704e-05,0.9949032641748148,0.0,99910.19492825842,99910.19492825842
2026-03-20 00:00:00+00:00,0.0,0.0,1.2242451973148665,435015.90876104764,332911.64547198,0,4147200.0,0.03812037199810181,1.0,1.2242451973148665,2515236.894093648,17304141.170419972,0.0,0.0,0.9950921823932334,1.0,0.0,6.9368576256e-05,0.9950921823932334,0.0,99969.2845528266,99969.2845528266
2026-03-21 00:00:00+00:00,0.0,0.0,1.2243615115559332,435015.90876104764,332935.860649571,0,4060800.0,0.037672036079600346,1.0,1.2243615115559332,2496559.12130538,17354717.152152326,0.0,0.0,0.9952495397576591,1.0,0.0,7.2734905152e-05,0.9952495397576591,0.0,100013.5223321215,100013.5223321215
2026-03-22 00:00:00+00:00,0.0,0.0,1.2244741329533664,435015.90876104764,332959.72825252294,0,3974400.0,0.03851596614429442,1.0,1.2244741329533664,2540633.1376185035,17319719.728148345,0.0,0.0,0.9952484042565033,1.0,0.0,7.16857217856e-05,0.9952484042565033,0.0,99989.16076810233,99989.16076810233
2026-03-23 00:00:00+00:00,0.0,0.0,1.224592464516522,435015.90876104764,332983.25598926045,0,3888000.0,0.03769903243741446,1.0,1.224592464516522,2468637.171634421,17149861.718993988,0.0,0.0,0.995448033677974,1.0,0.0,7.0659913248e-05,0.995448033677974,0.0,100052.47500556137,100052.47500556137
2026-03-24 00:00:00+00:00,0.0,0.0,1.2247075521949666,435015.90876104764,333005.49780616286,0,3801600.0,0.03796549243975833,1.0,1.2247075521949666,2479306.052538435,17118152.609953087,0.0,0.0,0.9955181509757978,1.0,0.0,6.67933708608e-05,0.9955181509757978,0.0,100060.7353286916,100060.7353286916
2026-03-25 00:00:00+00:00,0.0,0.0,1.2248232559284091,435015.90876104764,333027.42070048745,0,3715200.0,0.038180865056747226,1.0,1.2248232559284091,2490343.986301791,17108953.62156107,0.0,0.0,0.9955954530478941,1.0,0.0,6.58312636608e-05,0.9955954530478941,0.0,100072.44006550912,100072.44006550912
2026-03-26 00:00:00+00:00,0.0,0.0,1.2249452017977627,435015.90876104764,333049.03177160403,0,3628800.0,0.036474501307730556,1.0,1.2249452017977627,2403558.916081648,17177631.47492192,0.0,0.0,0.9958861504275114,1.0,0.0,6.48906624576e-05,0.9958861504275114,0.0,100177.2869791612,100177.2869791612
2026-03-27 00:00:00+00:00,0.0,0.0,1.2250610294014364,435015.90876104764,333073.2974317487,0,3542400.0,0.036608600673605274,1.0,1.2250610294014364,2410265.230452767,17172179.910706613,0.0,0.0,0.9959694285539034,1.0,0.0,7.2856468224e-05,0.9959694285539034,0.0,100189.24862884887,100189.24862884887
2026-03-28 00:00:00+00:00,0.0,0.0,1.2251741508065412,435015.90876104764,333097.5189683344,0,3456000.0,0.03763790205888817,1.0,1.2251741508065412,2463008.7226826795,17135042.68400254,0.0,0.0,0.9959592126776002,1.0,0.0,7.271869616639999e-05,0.9959592126776002,0.0,100160.58302354935,100160.58302354935
