timestamp,SPOT_amount,SPOT_cash,PERP_collateral,PERP_positions_0_amount,PERP_positions_0_entry_price,PERP_positions_0_max_leverage,PT_amount,PT_cash,PT_py_index_high,LENDING_collateral,LENDING_borrowed,LENDING_liquidation_count,SPOT_open,SPOT_high,SPOT_low,SPOT_close,SPOT_volume,PERP_mark_price,PERP_funding_rate,PT_seconds_to_expiry,PT_implied_apy,PT_asset_price,PT_sy_exchange_rate,PT_total_pt,PT_total_sy,PT_scalar_root,PT_ln_fee_rate_root,LENDING_collateral_price,LENDING_debt_price,LENDING_lending_rate,LENDING_borrowing_rate,LENDING_collateral_market_price,SPOT_balance,PERP_balance,PT_balance,LENDING_balance,net_balance
2026-08-19 20:00:00+00:00,6.008253458728198,3.3333333333321207,6658.669000000001,-6.008253458728198,2218.06,10.0,0.0,0.0,1.2441364215420931,348531.53534512187,265200.2707486541,0,2218.06,2218.06,2218.06,2218.06,0.0,2218.06,0.0,8481600.0,0.040694709285520325,1.0,1.2441364215420931,354847.60764505167,1408834.7914777456,57.6,0.00098686,0.9893293421882834,1.0,0.0,1.1395771956e-06,0.9893293421882834,13330.0,6658.669000000001,0.0,79612.20384620776,99600.87284620776
2026-08-19 21:00:00+00:00,6.008253458728198,3.3333333333321207,6658.669000000001,-6.008253458728198,2218.06,10.0,0.0,0.0,1.2441425890144167,348531.53534512187,265200.57210481784,0,2286.12,2286.12,2286.12,2286.12,0.0,2286.12,0.0,8478000.0,0.04156548732933896,1.0,1.2441425890144167,369479.50375203026,1397202.7228864972,57.6,0.00098686,0.9891114222210942,1.0,0.0,1.1363336532e-06,0.9891114222210942,13738.92173040104,6249.74726959896,0.0,79535.9505092972,99524.61950929719
2026-08-19 22:00:00+00:00,6.008253458728198,3.3333333333321207,6658.669000000001,-6.008253458728198,2218.06,10.0,0.0,0.0,1.2441488732044477,348531.53534512187,265200.87260483037,0,2249.61,2249.61,2249.61,2249.61,0.0,2249.61,0.0,8474400.0,0.041565487356992836,1.0,1.2441488732044477,369479.50375203026,1397202.7228864972,57.6,0.00098686,0.9891160205605546,1.0,0.0,1.13310405e-06,0.9891160205605546,13519.560396622875,6469.108603377125,0.0,79537.25267559686,99525.92167559685
2026-08-19 23:00:00+00:00,6.008253458728198,3.3333333333321207,6658.669000000001,-6.008253458728198,2218.06,10.0,0.0,0.0,1.2441551570420277,348531.53534512187,265201.1734275308,0,2252.16,2252.16,2252.16,2252.16,0.0,2252.16,0.0,8470800.0,0.041565487384669586,1.0,1.2441551570420277,369479.50375203026,1397202.7228864972,57.6,0.00098686,0.9891206189213926,1.0,0.0,1.1343195324e-06,0.9891206189213926,13534.881442942631,6453.78755705737,0.0,79538.55452665937,99527.22352665936
2026-08-20 00:00:00+00:00,6.008253458728198,3.3333333333321207,6660.027886684761,-6.008253458728198,2218.06,10.0,0.0,0.0,1.244161403467852,348531.53534512187,265201.4733981374,0,2261.7,2261.7,2261.7,2261.7,0.0,2261.7,0.0001,8467200.0,0.04185262641504628,1.0,1.244161403467852,380094.5698271166,1414457.0983985104,57.6,0.00098686,0.989052016783787,1.0,0.0,1.13110524e-06,0.989052016783787,13592.200180938897,6397.827705745864,0.0,79514.34454770514,99504.3724343899
2026-08-20 01:00:00+00:00,6.008253458728198,3.3333333333321207,6660.027886684761,-6.008253458728198,2218.06,10.0,0.0,0.0,1.24416757923385,348531.53534512187,265201.7676454547,0,2265.67,2265.67,2265.67,2265.67,0.0,2265.67,0.0,8463600.0,0.04267780591551751,1.0,1.24416757923385,394752.80734798824,1402807.4446993168,57.6,0.00098686,0.9888465132187219,1.0,0.0,1.1095230743999999e-06,0.9888465132187219,13616.05294717005,6373.974939514711,0.0,79442.42582733679,99432.45371402155
2026-08-20 02:00:00+00:00,6.008253458728198,3.3333333333321207,6660.027886684761,-6.008253458728198,2218.06,10.0,0.0,0.0,1.2441738428056166,348531.53534512187,265202.0610563439,0,2251.29,2251.29,2251.29,2251.29,0.0,2251.29,0.0,8460000.0,0.04267780594402226,1.0,1.2441738428056166,394752.80734798824,1402807.4446993168,57.6,0.00098686,0.9888512308127273,1.0,0.0,1.1063679156000001e-06,0.9888512308127273,13529.654262433538,6460.373624251223,0.0,79443.77664672944,99433.80453341421
2026-08-20 03:00:00+00:00,6.008253458728198,3.3333333333321207,6660.027886684761,-6.008253458728198,2218.06,10.0,0.0,0.0,1.2441801273851245,348531.53534512187,265202.3536344063,0,2250.86,2250.86,2250.86,2250.86,0.0,2250.86,0.0,8456400.0,0.04267780597255211,1.0,1.2441801273851245,394752.80734798824,1402807.4446993168,57.6,0.00098686,0.9888559484292393,1.0,0.0,1.1032263468000001e-06,0.9888559484292393,13527.070713446286,6462.957173238475,0.0,79445.1283067931,99435.15619347787
2026-08-20 04:00:00+00:00,6.008253458728198,3.3333333333321207,6660.027886684761,-6.008253458728198,2218.06,10.0,0.0,0.0,1.2441864158971563,348531.53534512187,265202.64538324514,0,2249.8,2249.8,2249.8,2249.8,0.0,2249.8,0.0,8452800.0,0.04267780600110571,1.0,1.2441864158971563,394752.80734798824,1402807.4446993168,57.6,0.00098686,0.9888606660682582,1.0,0.0,1.1000983752000001e-06,0.9888606660682582,13520.701964780033,6469.325921904727,0.0,79446.48080392473,99436.50869060948
2026-08-20 05:00:00+00:00,6.008253458728198,3.3333333333321207,6660.027886684761,-6.008253458728198,2218.06,10.0,0.0,0.0,1.2441927088217657,348531.53534512187,265202.93630646175,0,2247.88,2247.88,2247.88,2247.88,0.0,2247.88,0.0,8449200.0,0.042677806029683296,1.0,1.2441927088217657,394752.80734798824,1402807.4446993168,57.6,0.00098686,0.9888653837297842,1.0,0.0,1.0969839936e-06,0.9888653837297842,13509.166118139276,6480.861768545486,0.0,79447.834134523,99437.86202120777
2026-08-20 06:00:00+00:00,6.008253458728198,3.3333333333321207,6660.027886684761,-6.008253458728198,2218.06,10.0,0.0,0.0,1.2441989886055276,348531.53534512187,265203.2264076595,0,2262.1,2262.1,2262.1,2262.1,0.0,2262.1,0.0,8445600.0,0.04268807038668698,1.0,1.2441989886055276,394752.80734798824,1402003.3426362213,57.6,0.00098686,0.9888674944149238,1.0,0.0,1.0938832092e-06,0.9888674944149238,13594.603482322389,6395.424404362371,0.0,79448.27967365767,99438.30756034242
2026-08-20 07:00:00+00:00,6.008253458728198,3.3333333333321207,6660.027886684761,-6.008253458728198,2218.06,10.0,0.0,0.0,1.2442052474046477,348531.53534512187,265203.51569043973,0,2251.49,2251.49,2251.49,2251.49,0.0,2251.49,0.0,8442000.0,0.04296747569699111,1.0,1.2442052474046477,399811.9019619811,1397982.9247099564,57.6,0.00098686,0.9888012905032235,1.0,0.0,1.0907960148000001e-06,0.9888012905032235,13530.855913125282,6459.171973559479,0.0,79424.91623988666,99414.94412657143
2026-08-20 08:00:00+00:00,6.008253458728198,3.3333333333321207,6661.398922058015,-6.008253458728198,2218.06,10.0,0.0,0.0,1.2442116215363976,348531.53534512187,265203.80415840494,0,2281.92,2281.92,2281.92,2281.92,0.0,2281.92,0.0001,8438400.0,0.042348886757887616,1.0,1.2442116215363976,388677.54073195765,1406833.4664484465,57.6,0.00098686,0.9889630246532515,1.0,0.0,1.087722414e-06,0.9889630246532515,13713.687065874383,6277.711856183631,0.0,79480.99722354842,99472.39614560643
2026-08-20 09:00:00+00:00,6.008253458728198,3.3333333333321207,6661.398922058015,-6.008253458728198,2218.06,10.0,0.0,0.0,1.2442179237976965,348531.53534512187,265204.09181515744,0,2278.3,2278.3,2278.3,2278.3,0.0,2278.3,0.0,8434800.0,0.04234831909076564,1.0,1.2442179237976965,388667.4323261366,1406841.50146939,57.6,0.00098686,0.9889678512469575,1.0,0.0,1.0846624068e-06,0.9889678512469575,13691.937188353788,6299.461733704227,0.0,79482.39178691077,99473.79070896878
2026-08-20 10:00:00+00:00,6.008253458728198,3.3333333333321207,6661.398922058015,-6.008253458728198,2218.06,10.0,0.0,0.0,1.2442242519385418,348531.53534512187,265204.37866429973,0,2286.34,2286.34,2286.34,2286.34,0.0,2286.34,0.0,8431200.0,0.04221399734769582,1.0,1.2442242519385418,386281.3695890878,1408738.2130720003,57.6,0.00098686,0.9890066087511996,1.0,0.0,1.0816159932e-06,0.9890066087511996,13740.243546161963,6251.155375896053,0.0,79495.6131502281,99487.01207228612
