timestamp,BOROS_collateral,BOROS_size,BOROS_entry_rate,BOROS_realized_settlements,BOROS_liquidation_count,PT_amount,PT_cash,PT_py_index_high,LENDING_collateral,LENDING_borrowed,LENDING_liquidation_count,BOROS_seconds_to_expiry,BOROS_mark_rate,BOROS_funding_rate,BOROS_funding_period_seconds,BOROS_underlying_price,PT_seconds_to_expiry,PT_implied_apy,PT_asset_price,PT_sy_exchange_rate,PT_total_pt,PT_total_sy,PT_scalar_root,PT_ln_fee_rate_root,LENDING_collateral_price,LENDING_debt_price,LENDING_lending_rate,LENDING_borrowing_rate,LENDING_collateral_market_price,BOROS_balance,PT_balance,LENDING_balance,net_balance
2026-08-02 00:00:00+00:00,19980.34749915231,143.9133596116426,0.0331363597202182,0.0,0,0.0,0.0,1.1049163316988413,351110.01500003337,265672.69664466893,0,4665600.0,0.0331363597202182,2.775e-05,3600.0,1846.06,10022400.0,0.05254060318860576,1.0,1.1049163316988413,1156867.8503629519,3114869.502320892,0.0,0.0,0.9838577433411293,1.0,0.0,5.853437189999999e-06,0.9838577433411293,19980.34749915231,0.0,79769.61037773394,99749.95787688626
2026-08-02 01:00:00+00:00,19979.306476841968,143.9133596116426,0.0331363597202182,-1.041022310344078,0,0.0,0.0,1.1049206952183488,351110.01500003337,265674.2521530535,0,4662000.0,0.0331363597202182,0.0,3600.0,1856.29,10018800.0,0.05254044100489308,1.0,1.1049206952183488,1156867.8503629519,3114894.1382452925,0.0,0.0,0.9838635426931098,1.0,0.0,5.8549630824e-06,0.9838635426931098,19979.306476841968,0.0,79770.09107991029,99749.39755675226
2026-08-02 02:00:00+00:00,19978.254288844044,143.9133596116426,0.0331363597202182,-2.093210308268734,0,0.0,0.0,1.1049250587359736,351110.01500003337,265675.80807609414,0,4658400.0,0.0331363597202182,0.0,3600.0,1876.2,10015200.0,0.05254044103004962,1.0,1.1049250587359736,1156867.8503629519,3114894.1382452925,0.0,0.0,0.983869293891345,1.0,0.0,5.8564895615999995e-06,0.983869293891345,19978.254288844044,0.0,79770.55446016823,99748.80874901227
2026-08-02 03:00:00+00:00,19977.201870914832,143.9133596116426,0.0331363597202182,-3.1456282374795794,0,0.0,0.0,1.1049294222708308,351110.01500003337,265677.364413952,0,4654800.0,0.0331363597202182,0.0,3600.0,1876.61,10011600.0,0.05254044105522393,1.0,1.1049294222708308,1156867.8503629519,3114894.1382452925,0.0,0.0,0.9838750451231992,1.0,0.0,5.8580166204e-06,0.9838750451231992,19977.201870914832,0.0,79771.01743741299,99748.21930832783
2026-08-02 04:00:00+00:00,19976.147422860606,143.9133596116426,0.0331363597202182,-4.200076291705075,0,0.0,0.0,1.1049337858229207,351110.01500003337,265678.9211667902,0,4651200.0,0.0331363597202182,0.0,3600.0,1880.23,10008000.0,0.052540441080416,1.0,1.1049337858229207,1156867.8503629519,3114894.1382452925,0.0,0.0,0.9838807963886725,1.0,0.0,5.859544266e-06,0.9838807963886725,19976.147422860606,0.0,79771.48001148138,99747.627434342
2026-08-02 05:00:00+00:00,19975.09553209093,143.9133596116426,0.0331363597202182,-5.25196706138173,0,0.0,0.0,1.1049381493922428,351110.01500003337,265680.4783347727,0,4647600.0,0.0331363597202182,0.0,3600.0,1875.67,10004400.0,0.0525404411056265,1.0,1.1049381493922428,1156867.8503629519,3114894.1382452925,0.0,0.0,0.9838865476877648,1.0,0.0,5.861072502e-06,0.9838865476877648,19975.09553209093,0.0,79771.94218220946,99747.03771430039
2026-08-02 06:00:00+00:00,19974.04305247284,143.9133596116426,0.0331363597202182,-6.304446679474236,0,0.0,0.0,1.104942512978797,351110.01500003337,265682.03591806174,0,4644000.0,0.0331363597202182,0.0,3600.0,1876.72,10000800.0,0.052540441130854765,1.0,1.104942512978797,1156867.8503629519,3114894.1382452925,0.0,0.0,0.9838922990204766,1.0,0.0,5.8626013212e-06,0.9838922990204766,19974.04305247284,0.0,79772.4039494351,99746.44700190795
2026-08-02 07:00:00+00:00,19972.991357985968,143.9133596116426,0.0331363597202182,-7.356141166345607,0,0.0,0.0,1.104946876582584,351110.01500003337,265683.59391681943,0,4640400.0,0.0331363597202182,0.0,3600.0,1875.32,9997200.0,0.0525404411561019,1.0,1.104946876582584,1156867.8503629519,3114894.1382452925,0.0,0.0,0.9838980503868077,1.0,0.0,5.864130723600001e-06,0.9838980503868077,19972.991357985968,0.0,79772.8653129962,99745.85667098218
2026-08-02 08:00:00+00:00,19987.012119893647,143.9133596116426,0.0331363597202182,6.664620741332561,0,0.0,0.0,1.1049512278937244,351110.01500003337,265685.1523312098,0,4636800.0,0.0331363597202182,5.607e-05,3600.0,1867.34,9993600.0,0.05264490703897451,1.0,1.1049512278937244,1161301.5514845203,3110946.7065217644,0.0,0.0,0.9838728578762702,1.0,0.0,5.8656607164e-06,0.9838728578762702,19987.012119893647,0.0,79762.46155585314,99749.47367574679
2026-08-02 09:00:00+00:00,19985.963291135733,143.9133596116426,0.0331363597202182,5.615791983418335,0,0.0,0.0,1.1049555933019635,351110.01500003337,265686.7111613941,0,4633200.0,0.0331363597202182,0.0,3600.0,1870.21,9990000.0,0.0526298853560947,1.0,1.1049555933019635,1160663.359035395,3111515.0075710034,0.0,0.0,0.9838830680415991,1.0,0.0,5.8671912888e-06,0.9838830680415991,19985.963291135733,0.0,79764.48761697061,99750.45090810634
