timestamp,PT_amount,PT_cash,PT_py_index_high,LENDING_collateral,LENDING_borrowed,LENDING_liquidation_count,PT_seconds_to_expiry,PT_implied_apy,PT_asset_price,PT_sy_exchange_rate,PT_total_pt,PT_total_sy,PT_scalar_root,PT_ln_fee_rate_root,LENDING_collateral_price,LENDING_debt_price,LENDING_lending_rate,LENDING_borrowing_rate,LENDING_collateral_market_price,PT_balance,LENDING_balance,net_balance
2026-08-19 20:00:00+00:00,0.0,0.0,1.2441364215420931,435254.7643752458,331197.11129100865,0,8481600.0,0.040694709285520325,1.0,1.2441364215420931,354847.60764505167,1408834.7914777456,57.6,0.00098686,0.9893293421882834,1.0,0.0,1.1395771956e-06,0.9893293421882834,0.0,99413.19843266957,99413.19843266957
2026-08-19 21:00:00+00:00,0.0,0.0,1.2441425890144167,435254.7643752458,331197.4876416459,0,8478000.0,0.04156548732933896,1.0,1.2441425890144167,369479.50375203026,1397202.7228864972,57.6,0.00098686,0.9891114222210942,1.0,0.0,1.1363336532e-06,0.9891114222210942,0.0,99317.9713780607,99317.9713780607
2026-08-19 22:00:00+00:00,0.0,0.0,1.2441488732044477,435254.7643752458,331197.86292307306,0,8474400.0,0.041565487356992836,1.0,1.2441488732044477,369479.50375203026,1397202.7228864972,57.6,0.00098686,0.9891160205605546,1.0,0.0,1.13310405e-06,0.9891160205605546,0.0,99319.59754579188,99319.59754579188
2026-08-19 23:00:00+00:00,0.0,0.0,1.2441551570420277,435254.7643752458,331198.23860749113,0,8470800.0,0.041565487384669586,1.0,1.2441551570420277,369479.50375203026,1397202.7228864972,57.6,0.00098686,0.9891206189213926,1.0,0.0,1.1343195324e-06,0.9891206189213926,0.0,99321.22331983689,99321.22331983689
2026-08-20 00:00:00+00:00,0.0,0.0,1.244161403467852,435254.7643752458,331198.6132277661,0,8467200.0,0.04185262641504628,1.0,1.244161403467852,380094.5698271166,1414457.0983985104,57.6,0.00098686,0.989052016783787,1.0,0.0,1.13110524e-06,0.989052016783787,0.0,99290.98929232272,99290.98929232272
2026-08-20 01:00:00+00:00,0.0,0.0,1.24416757923385,435254.7643752458,331198.98070047353,0,8463600.0,0.04267780591551751,1.0,1.24416757923385,394752.80734798824,1402807.4446993168,57.6,0.00098686,0.9888465132187219,1.0,0.0,1.1095230743999999e-06,0.9888465132187219,0.0,99201.17541382462,99201.17541382462
2026-08-20 02:00:00+00:00,0.0,0.0,1.2441738428056166,435254.7643752458,331199.34712860215,0,8460000.0,0.04267780594402226,1.0,1.2441738428056166,394752.80734798824,1402807.4446993168,57.6,0.00098686,0.9888512308127273,1.0,0.0,1.1063679156000001e-06,0.9888512308127273,0.0,99202.86234096327,99202.86234096327
2026-08-20 03:00:00+00:00,0.0,0.0,1.2441801273851245,435254.7643752458,331199.7125166495,0,8456400.0,0.04267780597255211,1.0,1.2441801273851245,394752.80734798824,1402807.4446993168,57.6,0.00098686,0.9888559484292393,1.0,0.0,1.1032263468000001e-06,0.9888559484292393,0.0,99204.55031797924,99204.55031797924
2026-08-20 04:00:00+00:00,0.0,0.0,1.2441864158971563,435254.7643752458,331200.0768691155,0,8452800.0,0.04267780600110571,1.0,1.2441864158971563,394752.80734798824,1402807.4446993168,57.6,0.00098686,0.9888606660682582,1.0,0.0,1.1000983752000001e-06,0.9888606660682582,0.0,99206.23934037279,99206.23934037279
2026-08-20 05:00:00+00:00,0.0,0.0,1.2441927088217657,435254.7643752458,331200.44019049784,0,8449200.0,0.042677806029683296,1.0,1.2441927088217657,394752.80734798824,1402807.4446993168,57.6,0.00098686,0.9888653837297842,1.0,0.0,1.0969839936e-06,0.9888653837297842,0.0,99207.92940364638,99207.92940364638
