timestamp,PT_amount,PT_cash,PT_py_index_high,LENDING_collateral,LENDING_borrowed,LENDING_liquidation_count,PT_seconds_to_expiry,PT_implied_apy,PT_asset_price,PT_sy_exchange_rate,PT_total_pt,PT_total_sy,PT_scalar_root,PT_ln_fee_rate_root,LENDING_collateral_price,LENDING_debt_price,LENDING_lending_rate,LENDING_borrowing_rate,LENDING_collateral_market_price,PT_balance,LENDING_balance,net_balance
2025-05-22 00:00:00+00:00,0.0,0.0,0.9997729549699494,443301.86342658394,331323.12293453806,0,10886400.0,0.08660034655542748,1.0,0.9997729549699494,418751.16106479603,1748588.9302287088,0.0,0.0,0.9717364508198185,1.0,0.0,2.6520947683199998e-05,0.9717364508198185,0.0,99449.45647342253,99449.45647342253
2025-05-23 00:00:00+00:00,0.0,0.0,0.9997838442017577,443301.86342658394,331331.3508242181,0,10800000.0,0.08228021324872214,1.0,0.9997838442017577,468322.3723385212,2139101.077850854,0.0,0.0,0.9732845343409026,1.0,0.0,2.4833121955200002e-05,0.9732845343409026,0.0,100127.49689337902,100127.49689337902
2025-05-24 00:00:00+00:00,0.0,0.0,0.9997838442017577,443301.86342658394,331447.82489035884,0,10713600.0,0.08801085076957982,1.0,0.9997694090832836,702185.4653599152,2847683.644730227,0.0,0.0,0.9717504254614446,1.0,0.0,0.0003514717166976,0.9717504254614446,0.0,99330.94950227533,99330.94950227533
2025-05-25 00:00:00+00:00,0.0,0.0,0.9997838442017577,443301.86342658394,331572.85471684876,0,10627200.0,0.08398590792533533,1.0,0.9997795396675546,648676.5441552302,2859644.968511605,0.0,0.0,0.9731897235802652,1.0,0.0,0.00037715212154880006,0.9731897235802652,0.0,99843.96321388497,99843.96321388497
2025-05-26 00:00:00+00:00,0.0,0.0,0.9997838442017577,443301.86342658394,331707.80560666515,0,10540800.0,0.08802865393767823,1.0,0.9997692038776194,663512.5693916461,2689905.7744856677,0.0,0.0,0.9721943531199484,1.0,0.0,0.00040691942265600004,0.9721943531199484,0.0,99267.76274421031,99267.76274421031
2025-05-27 00:00:00+00:00,0.0,0.0,0.9997838442017577,443301.86342658394,331853.0380737706,0,10454400.0,0.0824704984334601,1.0,0.9997832129166317,457446.86141844525,2081001.268775439,0.0,0.0,0.9740715016703692,1.0,0.0,0.0004377367073664,0.9740715016703692,0.0,99954.67372743494,99954.67372743494
2025-05-28 00:00:00+00:00,0.0,0.0,0.9997838442017577,443301.86342658394,332009.88241663546,0,10368000.0,0.08524406235853577,1.0,0.999776213301403,516990.6963032426,2220366.109831894,0.0,0.0,0.9734636805833667,1.0,0.0,0.0004725202777344001,0.9734636805833667,0.0,99528.3811640719,99528.3811640719
2025-05-29 00:00:00+00:00,0.0,98491.95201229601,0.9997880187475446,0.0,0.0,0,10281600.0,0.08051214118016992,1.0,0.9997880187475446,669941.0776843382,3174208.800492935,0.0,0.0,0.9750700396340136,1.0,0.0,0.0005145780206592001,0.9750700396340136,98491.95201229601,0.0,98491.95201229601
2025-05-30 00:00:00+00:00,0.0,98491.95201229601,0.9997880187475446,0.0,0.0,0,10195200.0,0.08263884383750897,1.0,0.9997830896234341,700031.9887520889,3173514.343650855,0.0,0.0,0.974657155727858,1.0,0.0,0.0005576256577152,0.974657155727858,98491.95201229601,0.0,98491.95201229601
2025-05-31 00:00:00+00:00,0.0,98491.95201229601,0.9997997420398199,0.0,0.0,0,10108800.0,0.07605879298290619,1.0,0.9997997420398199,777177.4944330053,4039830.109591303,0.0,0.0,0.9767761241997056,1.0,0.0,0.0006054328374912,0.9767761241997056,98491.95201229601,0.0,98491.95201229601
2025-06-01 00:00:00+00:00,0.0,98491.95201229601,0.9997997420398199,0.0,0.0,0,10022400.0,0.07731408828460595,1.0,0.9997965573428048,793801.2758277096,4019776.2363610347,0.0,0.0,0.9766103863949747,1.0,0.0,0.0006620337802368,0.9766103863949747,98491.95201229601,0.0,98491.95201229601
2025-06-02 00:00:00+00:00,0.0,98491.95201229601,0.9997997420398199,0.0,0.0,0,9936000.0,0.0815932323168227,1.0,0.9997857290039303,614926.2222496958,2848964.947330512,0.0,0.0,0.9755904021682847,1.0,0.0,0.0007230974481791999,0.9755904021682847,98491.95201229601,0.0,98491.95201229601
