,timestamp,HEDGE_collateral,HEDGE_positions_0_amount,HEDGE_positions_0_entry_price,HEDGE_positions_0_max_leverage,SPOT_amount,SPOT_cash,HEDGE_mark_price,HEDGE_funding_rate,SPOT_tvl,SPOT_volume,SPOT_fees,SPOT_liquidity,SPOT_price,HEDGE_balance,SPOT_balance,net_balance
612,2024-01-26 11:00:00+00:00,222730.02078071714,-18.725968326811756,42503.5,50,18.725968326811756,0.0,41272.0,1.25e-05,0,0,0,0,41272.0,245791.0507751858,772858.1647841748,1018649.2155593606
613,2024-01-26 12:00:00+00:00,222739.6478478489,-18.725968326811756,42503.5,50,18.725968326811756,0.0,41128.2,1.25e-05,0,0,0,0,41128.2,248493.47208771313,770165.3705387792,1018658.8426264923
614,2024-01-26 13:00:00+00:00,222749.2454215805,-18.725968326811756,42503.5,50,18.725968326811756,0.0,41002.2,1.25e-05,0,0,0,0,41002.2,250862.54167062306,767805.8985296009,1018668.440200224
615,2024-01-26 14:00:00+00:00,222758.97850110044,-18.725968326811756,42503.5,50,18.725968326811756,0.0,41581.1,1.25e-05,0,0,0,0,41581.1,240031.81168575163,778646.3615939923,1018678.173279744
616,2024-01-26 15:00:00+00:00,222768.84714060312,-18.725968326811756,42503.5,50,18.725968326811756,0.0,41399.8,1.27296e-05,0,0,0,0,41399.8,243436.6983829052,775251.3435363414,1018688.0419192467
617,2024-01-26 16:00:00+00:00,222778.66523601924,-18.725968326811756,42503.5,50,18.725968326811756,0.0,41944.3,1.25e-05,0,0,0,0,41944.3,233250.2267243723,785447.6332902904,1018697.8600146626
618,2024-01-26 17:00:00+00:00,222778.8155659717,-18.725968326811756,42503.5,50,18.725968326811756,0.0,41899.2,1.916e-07,0,0,0,0,41899.2,234094.9182258641,784603.0921187511,1018698.0103446152
619,2024-01-26 18:00:00+00:00,222786.20417923116,-18.725968326811756,42503.5,50,18.725968326811756,0.0,42083.8,9.3757e-06,0,0,0,0,42083.8,230645.493085994,788059.9058718806,1018705.3989578746
620,2024-01-26 19:00:00+00:00,222784.00738823664,-18.725968326811756,42503.5,50,18.725968326811756,0.0,42046.0,-2.7901e-06,0,0,0,0,42046.0,231351.137897753,787352.0642691271,1018703.2021668801
621,2024-01-26 20:00:00+00:00,222766.18913596595,-18.725968326811756,42503.5,50,18.725968326811756,0.0,41960.9,-2.26765e-05,0,0,0,0,41960.9,232926.89955009398,785758.4843645154,1018685.3839146094
622,2024-01-26 21:00:00+00:00,222755.10666002767,-18.725968326811756,42503.5,50,18.725968326811756,0.0,41976.9,-1.40988e-05,0,0,0,0,41976.9,232616.20158092672,786058.0998577444,1018674.3014386711
623,2024-01-26 22:00:00+00:00,222735.64134025577,-18.725968326811756,42503.5,50,18.725968326811756,0.0,41887.6,-2.4816e-05,0,0,0,0,41887.6,234268.96523273917,784385.8708861601,1018654.8361188993
624,2024-01-26 23:00:00+00:00,222725.12244863977,-18.725968326811756,42503.5,50,18.725968326811756,0.0,41806.4,-1.34364e-05,0,0,0,0,41806.4,235778.9949692602,782865.3222580231,1018644.3172272833
625,2024-01-27 00:00:00+00:00,222711.73080076976,-18.725968326811756,42503.5,50,18.725968326811756,0.0,41772.8,-1.71197e-05,0,0,0,0,41772.8,236394.79585717106,782236.1297222422,1018630.9255794133
626,2024-01-27 01:00:00+00:00,222721.51626618608,-18.725968326811756,42503.5,50,18.725968326811756,0.0,41804.9,1.25e-05,0,0,0,0,41804.9,235803.47773929674,782837.2333055328,1018640.7110448296
627,2024-01-27 02:00:00+00:00,222731.30578109305,-18.725968326811756,42503.5,50,18.725968326811756,0.0,41822.2,1.25e-05,0,0,0,0,41822.2,235489.30800214995,783161.1925575866,1018650.5005597365
628,2024-01-27 03:00:00+00:00,222741.09131673173,-18.725968326811756,42503.5,50,18.725968326811756,0.0,41805.2,1.25e-05,0,0,0,0,41805.2,235817.43499934443,782842.8510960308,1018660.2860953752
629,2024-01-27 04:00:00+00:00,222750.88235312363,-18.725968326811756,42503.5,50,18.725968326811756,0.0,41828.7,1.25e-05,0,0,0,0,41828.7,235387.16578005627,783282.9113517109,1018670.0771317672
630,2024-01-27 05:00:00+00:00,222760.6545465099,-18.725968326811756,42503.5,50,18.725968326811756,0.0,41748.2,1.25e-05,0,0,0,0,41748.2,236904.37842375087,781775.4709014025,1018679.8493251534
631,2024-01-27 06:00:00+00:00,222770.41424031233,-18.725968326811756,42503.5,50,18.725968326811756,0.0,41694.8,1.25e-05,0,0,0,0,41694.8,237914.10482620494,780775.5041927509,1018689.6090189558
632,2024-01-27 07:00:00+00:00,222780.17494063554,-18.725968326811756,42503.5,50,18.725968326811756,0.0,41699.1,1.25e-05,0,0,0,0,41699.1,237843.34386272295,780856.025856556,1018699.369719279
633,2024-01-27 08:00:00+00:00,222767.43869761328,-18.725968326811756,42503.5,50,18.725968326811756,0.0,41455.4,-1.64065e-05,0,0,0,0,41455.4,242394.12610094465,776292.5073753122,1018686.6334762569
634,2024-01-27 09:00:00+00:00,222770.03254124438,-18.725968326811756,42503.5,50,18.725968326811756,0.0,41656.4,3.3252e-06,0,0,0,0,41656.4,238632.80031088658,780056.4270090013,1018689.2273198878
635,2024-01-27 10:00:00+00:00,222779.80084899222,-18.725968326811756,42503.5,50,18.725968326811756,0.0,41731.6,1.25e-05,0,0,0,0,41731.6,237234.37580045825,781464.6198271775,1018698.9956276357
